Link Post,Komentar
https://www.instagram.com/p/DSUmZr7Epwz/,Meta AI
https://www.instagram.com/p/DSUmZr7Epwz/,Also from Meta
https://www.instagram.com/p/DSUmZr7Epwz/,Kpn persis tgk syaratnya
https://www.instagram.com/p/DSUmZr7Epwz/,© 2026 Instagram from Meta
https://www.instagram.com/p/DSUmZr7Epwz/,Terimakasih Infonya
https://www.instagram.com/p/DQBCnqAkeCo/,"Dulu jamannya bu sri, saya slalu megangin dada kalo liat beliau mulai muncul di tv, kaya....""ada apa nih, apalagi nih???....."" Tapi buat Pak Purbaya kali ini, saya mau bilang,kami tunggu informasi selanjutnya ya Pak 😂"
https://www.instagram.com/p/DQBCnqAkeCo/,1 like
https://www.instagram.com/p/DQBCnqAkeCo/,59 likes
https://www.instagram.com/p/DQBCnqAkeCo/,Mentri sri mulyani kerjanya bagi 2 uang korupsi
https://www.instagram.com/p/DQBCnqAkeCo/,119 likes
https://www.instagram.com/p/DQBCnqAkeCo/,Ini adalah strategi pak Purbaya untuk semua terbuka dan transparan sehingga masing masing pimpinan keluar dan mengecek keuangan kembali dan akhirnya ketahuan siapa yg salah melaporkan . Ingat tugas keuangan adalah mengetahui keuangan di sektor masing masing . Dan dengan cara ini lah pak Pur tau semua nya ! KerEENN
https://www.instagram.com/p/DQBCnqAkeCo/,Lah untuk aoa sih ondptn daerah ditabung2 jg... mndibg dinikmati rakyat nya.. ditabung jg yg menikmati siapa sih klo bkn buat pjbt2 yg maruk
https://www.instagram.com/p/DQBCnqAkeCo/,"Hati hati Pak @purbayayudhi_official ,,, BI sarang tikus"
https://www.instagram.com/p/DQBCnqAkeCo/,BI mulai dulu bos rentenir indonesia
https://www.instagram.com/p/DQBCnqAkeCo/,10 likes
https://www.instagram.com/p/DQBCnqAkeCo/,Gebrak pak pur
https://www.instagram.com/p/DQBCnqAkeCo/,View all 1 replies
https://www.instagram.com/p/DQBCnqAkeCo/,4 likes
https://www.instagram.com/p/DQBCnqAkeCo/,Pamtesan kmrin KDM cek langsng ke BI .
https://www.instagram.com/p/DQBCnqAkeCo/,Lha terus ini arahnya kemana coba jelaskan?
https://www.instagram.com/p/DQBCnqAkeCo/,Maklum masih newbie bro.. Ini klo gak pake influencer untuk kuasai medsos udah abis ini orang dari awal.
https://www.instagram.com/p/DQBCnqAkeCo/,kok bisa BI begitu ya... Bank Indonesia lho... apa yang ditutupi lagi sih????
https://www.instagram.com/p/DQBCnqAkeCo/,"Mantab Administrasi negara amburadul, gara² klu mau jadi Pejabat harus bayar."
https://www.instagram.com/p/DQBCnqAkeCo/,Berarti yang menipu orang lapangan nya dong...ketika ada perbedaan antara data di sistem dan data fisiknya. Lapangan nya perlu diaudit segera untuk menemukan sumber ketidakberesan.
https://www.instagram.com/p/DQBCnqAkeCo/,Meta in Indonesia
https://www.instagram.com/p/DQBCnqAkeCo/,"Hohoho..BI kamu ketauan 😂😂
Jabatan 900M butuh balik ya?
Pantes misbakhun regur purbaya jgn komentari lembaga lain..ternyata oh mama oh papa...ad udang dibslik batu😉😁"
https://www.instagram.com/p/DQBCnqAkeCo/,Selama ini anda tidak bekerja untuk rakyat @smindrawati
https://www.instagram.com/p/DQBCnqAkeCo/,"Kemarin bilang pak demul yg dibohongi bawahan, eeh. Yang dibohongi justru dirinya sendiri 😂"
https://www.instagram.com/p/DQBCnqAkeCo/,MAAF NIH... ADA PERMAINAN ATAU ADA YG MAIN2 KALAU SEPERTI INI...??? 😂😂😂😂😂😂😂😂
https://www.instagram.com/p/DQBCnqAkeCo/,Tp kok PK Pur blm action2 ya
https://www.instagram.com/p/DQBCnqAkeCo/,Sikaaat Pak!
https://www.instagram.com/p/DQBCnqAkeCo/,Mantap pak purbaya..lanjut ...
https://www.instagram.com/p/DQBCnqAkeCo/,Masih diutak Atik rupanya.semoga pak Pur dalam lindungan Allah
https://www.instagram.com/p/DQBCnqAkeCo/,Siap2 BI ya😂
https://www.instagram.com/p/DQBCnqAkeCo/,"Si pur diajak ketemu simul gak mau, simpelnya demi bangsa mestinya ketemu duduk bareng transparan si pur takut diliput klo ketemu simul, si pur ego nya tingi kaga mau ketemu simul, jadi Siapakah yang dibohongi😂"
https://www.instagram.com/p/DQBCnqAkeCo/,333 likes
https://www.instagram.com/p/DQBCnqAkeCo/,Semangat Pak Purbaya Allah melindungimu
https://www.instagram.com/p/DQBCnqAkeCo/,Semoga bapak dikelilingi orang baik dan jujur spy kinerja bapak juga baik.. membawa perekonomian Indonesia lebih cerah.. sehat selalu pak
https://www.instagram.com/p/DQBCnqAkeCo/,Keren siasatnya dan taktiknya pak menteri keuangan salut dah ... pinjam tangan orang lain untuk membersihkan kementerian nya
https://www.instagram.com/p/DQBCnqAkeCo/,AWAS NEGARA JANGAN KALAH DG MAFIA BUMN DAN BIROKRASI PULUHAN TAHUN
https://www.instagram.com/p/DQBCnqAkeCo/,"October 20, 2025"
https://www.instagram.com/p/DQBCnqAkeCo/,View all 14 replies
https://www.instagram.com/p/DQBCnqAkeCo/,ni orang bener bener berani tindas para pejabat dan pro rakyat!!! bapak ga sendiri tapi bapak bersama 280 jt harapan rakyat
https://www.instagram.com/p/DQBCnqAkeCo/,🐍 ular FALAG kalau jalan seluas luasnya lautan daratan gunung gunung sudah dilengkapi dengan hadirnya qolbu ratu adil terhadap lingkungan majuu 🖼️🖼️📚📚🌟⭐⭐💺⭐🌟⭐💫🌎🌎🌎🎋🧱🏯🏯🏯🏯⛩️🪾⛵🏢🧮🏆💯💯💯
https://www.instagram.com/p/DQBCnqAkeCo/,"Pecat pak, mana bisa sekelas BI salah data yg sifatnya krusial gini"
https://www.instagram.com/p/DQBCnqAkeCo/,Meta Verified
https://www.instagram.com/p/DQBCnqAkeCo/,View all 10 replies
https://www.instagram.com/p/DQBCnqAkeCo/,See translation
https://www.instagram.com/p/DQBCnqAkeCo/,Makanya purba lo boleh ceplas ceplos diluar tp jgn sering2 mending jaga bicara jgn ngawur cek dlu data yg benar sblm ngomong ... Bisa jadi bahan gorengan pihak2 yg tidak suka dengan tokoh atau barisan sakit hati kalah pilpres
https://www.instagram.com/p/DQBCnqAkeCo/,9 likes
https://www.instagram.com/p/DQBCnqAkeCo/,🔥 copot segera pejabat BI nya ganti yg kredibel dan amanah 🙏
https://www.instagram.com/p/DQBCnqAkeCo/,Hayo gebrakan Pak purbaya 🔥🔥
https://www.instagram.com/p/DQBCnqAkeCo/,Mungkin perlu perubahan pak purbaya di tubuh BI . Ganti pimpinan . Pimpinan lama sudah terlalu pintar. Sudah banyak konspirasi mengambil dan mengamankan .Perlu di perbarukan .
https://www.instagram.com/p/DQBCnqAkeCo/,Yg udh pernah d back office perbankan..kayanya pada senyum² udh tau gimana lap BI dibuat hehehhe😂😂😂😂
https://www.instagram.com/p/DQBCnqAkeCo/,3 likes
https://www.instagram.com/p/DQBCnqAkeCo/,Pak purb itu trust but verify
https://www.instagram.com/p/DQBCnqAkeCo/,891 likes
https://www.instagram.com/p/DQBCnqAkeCo/,"Setelah OJK sekarang BI bohongi Menkeu, selama ini Sri Mulyani sbg Menkeu kerjanya apa ????"
https://www.instagram.com/p/DQBCnqAkeCo/,AYO PAK PURBAYA...ADA PERMAINAN INI ORANG BI
https://www.instagram.com/p/DQBCnqAkeCo/,SUDAH MULAI BYK YG KETAR KETIR NIH 😂
https://www.instagram.com/p/DQBCnqAkeCo/,410 likes
https://www.instagram.com/p/DQBCnqAkeCo/,Maju terus. Kebenaran pasti menang Pak. 🔥🔥🔥
https://www.instagram.com/p/DQBCnqAkeCo/,Ada apa dengan BI sedikit sedikit mulai terkuat ada manipulasi data dan banyak yang kebakaran jenggot dan benar benar biadab kalau betul uang Trilyunan dipake untuk kepentingan diri sendiri dan partai
https://www.instagram.com/p/DQBCnqAkeCo/,"Strategi pak pur ,jitu..akhirnya siapa2 yg salah bisa ketahuan semua.."
https://www.instagram.com/p/DQBCnqAkeCo/,Mau tanya itu Menkeu yg lama kerjaannya ngapain aja ya ? Jualan Cilok kali ya ? 😂😂😂
https://www.instagram.com/p/DQBCnqAkeCo/,7 likes
https://www.instagram.com/p/DQBCnqAkeCo/,View all 17 replies
https://www.instagram.com/p/DQBCnqAkeCo/,Meta AI
https://www.instagram.com/p/DQBCnqAkeCo/,Mulai transparan nggak tuh 😍
https://www.instagram.com/p/DQBCnqAkeCo/,"Waduh kacau. Dikira masih ada cadangan, rupanya kosong. BI harus diaudit."
https://www.instagram.com/p/DQBCnqAkeCo/,2 likes
https://www.instagram.com/p/DQBCnqAkeCo/,Sikaaat pa....jangan mau dibohongi
https://www.instagram.com/p/DQBCnqAkeCo/,332 likes
https://www.instagram.com/p/DQBCnqAkeCo/,"Keknya mereka deh yg dikerjai sama pa purbaya, suapay mereka buka buka an 🤣 baru kali ini loh apbd buka bukaan 😂 menteri kemarin mah yg penting pajak pajak😂"
https://www.instagram.com/p/DQBCnqAkeCo/,561 likes
https://www.instagram.com/p/DQBCnqAkeCo/,Sehat sllu pak Purbaya 🔥🔥
https://www.instagram.com/p/DQBCnqAkeCo/,Hasil pilihan DPR
https://www.instagram.com/p/DQBCnqAkeCo/,Secara tdk langsung BI yang gak becus kerjanya sudah terpublikasi. Kl diam2 sama aja nglindungi mereka yg gak becus kerja. Bravo pak purbaya
https://www.instagram.com/p/DQBCnqAkeCo/,Contact Uploading & Non-Users
https://www.instagram.com/p/DQBCnqAkeCo/,Also from Meta
https://www.instagram.com/p/DQBCnqAkeCo/,"Udah di cek kata kdm ga ada deposito
adanya giro 3,8 T kan sama aja berbunga mau deposito mau giro juga,bunganya di kemanakan ya? Bagaimana mekanisme
pertanggung jawabannya?... Udah bener
Purbaya bilang tugas daerah bukan
nabung tapi membelanjakan anggaran
untuk kesejahteraan masyarakat dan
pembangunan ☺️🙏,di tipu datanya sebelah mana orang gubernur DKI juga mengakuinya ada dana mengendap? Bank itu anti bohong karena by sistem dan by data laporannya,jadi siapa hayo yang bohong ☺️🙏"
https://www.instagram.com/p/DQBCnqAkeCo/,@smindrawati 10 tahun kau jadi menkeu kerjamu apa?!hanya tahu peras pajak dari rakyat miskin!!
https://www.instagram.com/p/DQBCnqAkeCo/,@danangsetiawankyubi 😂 sri mulyani ngeruk pajak doang berarti gak tau masalah ini. Apa pura-pura gak tau
https://www.instagram.com/p/DQBCnqAkeCo/,148 likes
https://www.instagram.com/p/DQBCnqAkeCo/,"Jgn mau di bohongi pak,"
https://www.instagram.com/p/DQBCnqAkeCo/,Percayalah… dia tidak sebodoh itu.. hanya tes ombak dan kasih umpan untuk memancing biar mereka pada keluar…
https://www.instagram.com/p/DQBCnqAkeCo/,Yg g jjujur daerahh apa BI nya.. 😂
https://www.instagram.com/p/DQBCnqAkeCo/,Terus sinkronisasi Pak...jng kasih kendor🔥🔥
https://www.instagram.com/p/DQBCnqAkeCo/,View all 6 replies
https://www.instagram.com/p/DQBCnqAkeCo/,Saya g akan mudah terpesona ama pejabat sebelum saya lihat ending nya gimana😎
https://www.instagram.com/p/DQBCnqAkeCo/,Jd yg dikibulin bawahannya siapa sih..bingung gw..😂
https://www.instagram.com/p/DQBCnqAkeCo/,5 likes
https://www.instagram.com/p/DQBCnqAkeCo/,"Nahh kan, gw rasa sih kdm memang bener ya. Bukan blunder tapi menjelaskan yg sebenarnya gituuu."
https://www.instagram.com/p/DQBCnqAkeCo/,Naaah khan ..... Para pejabat sibuk gara² nih orang ...sehat selalu pak pur ❤️❤️👏👏👏
https://www.instagram.com/p/DQBCnqAkeCo/,118 likes
https://www.instagram.com/p/DQBCnqAkeCo/,View all 21 replies
https://www.instagram.com/p/DQBCnqAkeCo/,Semangat pak purbaya🔥🔥🔥
https://www.instagram.com/p/DQBCnqAkeCo/,679 likes
https://www.instagram.com/p/DQBCnqAkeCo/,42 likes
https://www.instagram.com/p/DQBCnqAkeCo/,sikat pak
https://www.instagram.com/p/DQBCnqAkeCo/,15 likes
https://www.instagram.com/p/DQBCnqAkeCo/,Ternyata Sri mulyani itu jadinrnteri Oraey juga ya .. ABS...akhirnya ketahuan juga ... 🤭🤭
https://www.instagram.com/p/DQBCnqAkeCo/,Selisihnya puluhan triliun ada dimana? 😢
https://www.instagram.com/p/DQBCnqAkeCo/,Semoga bpk di back up org kuat..
https://www.instagram.com/p/DQBCnqAkeCo/,Makin terbuka tabirnye.. Pak pur memang top. Deh.. 🔥
https://www.instagram.com/p/DQBCnqAkeCo/,🔥🔥 pak Purbaya
https://www.instagram.com/p/DQBCnqAkeCo/,"Wanita yang kemarin itu ngapain aja ya,,nyesel gw gk ikut ngejarah rumah manusia yang udh bikin negara gw ancur ancuran 😡"
https://www.instagram.com/p/DQBCnqAkeCo/,16 likes
https://www.instagram.com/p/DQBCnqAkeCo/,31 likes
https://www.instagram.com/p/DQBCnqAkeCo/,😂ga sia sia KDM ngeyel di sosmed kemaren
https://www.instagram.com/p/DQBCnqAkeCo/,© 2026 Instagram from Meta
https://www.instagram.com/p/DQBCnqAkeCo/,Percaya diri dengan hadirnya seorang ibu qolbu ratu adil sudah terpaket 💫💫💫💫⭐⭐🌟🌟📚🖼️🥅🏆🎯🏆💯🌈😂 🇦🇷🌏 kls Brat style
https://www.instagram.com/p/DQBCnqAkeCo/,17 likes
https://www.instagram.com/p/DQBCnqAkeCo/,View all 2 replies
https://www.instagram.com/p/DQBCnqAkeCo/,"Hahaha bertahun2 jd konsultan fintech dan core banking programmer, klo disuruh percaya BI vs Kemendagri ya jelas BI. BI g ad kepentingan manipulasi, Laporan BI dr Bank Umum yg rutin lapor. Bank Umum ad GWM yg klo sampe Bank Umum salah lapor, dendanya gede. Klo berkali2 bs dicabut izin operasi. Resiko gede ngakali laporan. Klo Kemendagri, Pemprov,Pemkot? 😂"
https://www.instagram.com/p/DQBCnqAkeCo/,898 likes
https://www.instagram.com/p/DQBCnqAkeCo/,"bitorex.ltd
 10w
Mendagri Tito Karnavian melaporkan kepada Menteri Keuangan Purbaya Yudhi Sadewa bahwa simpanan pemerintah daerah di bank tidak sebesar yang dicatat Bank Indonesia. BI melaporkan simpanan Rp233,97 triliun, namun hasil pengecekan Kemendagri menunjukkan hanya sekitar Rp215 triliun.

Tito menemukan kejanggalan, seperti laporan simpanan Kota Banjarbaru sebesar Rp5,16 triliun padahal PAD-nya jauh lebih kecil. Ia menegaskan perlunya verifikasi ulang agar data keuangan daerah tidak menyesatkan.

Menteri Keuangan Purbaya menyambut baik langkah tersebut dan menilai sinkronisasi data antara BI, Kemendagri, dan Kemenkeu penting untuk memperkuat pengendalian inflasi dan transparansi fiskal daerah.

‼️Disclaimer : Postingan ini hanya bertujuan untuk edukasi, Bukan ajakan membeli atau menjual aset mata uang
_______________

#Purbaya #Kemenkeu #MenteriKeuangan #Tito #Mendagri #BI #BankIndonesia #PAD #LaporanKeuangan #Ekonomi #Korupsi #PenggelapanDana #Markup #BeritaEkonomi #Simpanan #Tabungan #Nasabah #Bitorex #Bitorex_Ltd"
https://www.instagram.com/p/DQBCnqAkeCo/,"Purbaya cuman omon2 A,B,C,D ... pepesan kosong penyanjung purbaya di ninak bobokan terbius tulalit"
https://www.instagram.com/p/DQBCnqAkeCo/,"Kemarin aja nyalahin kdm dan bilang kdm di kibulin, tau tau nya 😂😂😂😂😂"
https://www.instagram.com/p/DQBCnqAkeCo/,"Kalo Bi saja pembohong, gimana BANK bank umumnya ? Pecat yg bohong ?"
https://www.instagram.com/p/DQBCnqAkeCo/,10 tahun mulyono membiarkan praktek2 ndlogok utk kepentingan politik nya !!
https://www.instagram.com/p/DQBCnqAkeCo/,Pada nyalahin kdm dan ketawa eh tau2 nya bank Indonesia yg ngibul
https://www.instagram.com/p/DQBCnqAkeCo/,Usut dan pecat pak !!!!!
https://www.instagram.com/p/DQBCnqAkeCo/,View all 4 replies
https://www.instagram.com/p/DQBCnqAkeCo/,View all 5 replies
https://www.instagram.com/p/DQBCnqAkeCo/,"1,755 likes"
https://www.instagram.com/p/DQBCnqAkeCo/,348 likes
https://www.instagram.com/p/DQBCnqAkeCo/,Periksa Mendagri dan Gubernur Bank Sentral....!!
https://www.instagram.com/p/DQBCnqAkeCo/,"Hahahaaa..., si Purbaya kena DIKADALIN anak buahnya BI, nuduh aja ke orang dedi mulyadi katanya dibohongi anak buahnya. Yg bener Pur gawe teh !!!"
https://www.instagram.com/p/DQBCnqAkeCo/,View all 33 replies
https://www.instagram.com/p/DQBCnqAkeCo/,G perlu malu kl bobrok selama ini harusnya ini jd momentum untuk memperbaikinya
https://www.instagram.com/p/DQBCnqAkeCo/,Semua pada panik 🤭
https://www.instagram.com/p/DQBCnqAkeCo/,Kenapa jadi rame ini kan bentuk pengawasan secara transparan ya sampaikan saja perkembangannya
https://www.instagram.com/p/DQBCnqAkeCo/,Lagi lagi manipulasi
https://www.instagram.com/p/DQBCnqAkeCo/,"Mau bagaimanapun memang harus di gebrak dulu baru pada bergerak kepala daerah,,,kan jadi ketahuan nanti akar masalahnya di mana,,, mantap pak purbaya🔥🔥🔥"
https://www.instagram.com/p/DQBCnqAkeCo/,Instagram Lite
https://www.instagram.com/p/DQBCnqAkeCo/,Ayo pak kroscek terus ...rakyatmu siap membantu pak 👏👏👏
https://www.instagram.com/p/DQBCnqAkeCo/,"GASS TERUS PAK, SATU PERSATU MULAI TERBUKAAA🔥🔥🔥🔥🔥"
https://www.instagram.com/p/DQBCnqAkeCo/,Artinya harus ada tindakan lebih lanjut tentang perbedaan data...
https://www.instagram.com/p/DQBCnqAkeCo/,Siapa coba itu yg manipulatif laporan
https://www.instagram.com/p/DQBCnqAkeCo/,View all 100 replies
https://www.instagram.com/p/DQBCnqAkeCo/,"Mulai terkuak nih ""uang ghaib"""
https://www.instagram.com/p/DQBCnqAkeCo/,"Dari dulu sampe skrg berlomba2 jadi pejabat ternyata enak dpt uangnya, smg menkeu skrg bs membongkar semua Aamiin"
https://www.instagram.com/p/DOdNui6EXF_/,"These comments were hidden because they may be misleading, offensive or spam. People can still tap to view them."
https://www.instagram.com/p/DOdNui6EXF_/,1 like
https://www.instagram.com/p/DOdNui6EXF_/,Meta AI
https://www.instagram.com/p/DOdNui6EXF_/,2 likes
https://www.instagram.com/p/DOdNui6EXF_/,© 2026 Instagram from Meta
https://www.instagram.com/p/DOdNui6EXF_/,View hidden comments
https://www.instagram.com/p/DOdNui6EXF_/,kamu kasih makan apa pak anakmu itu
https://www.instagram.com/p/DOdNui6EXF_/,Meta Verified
https://www.instagram.com/p/DOdNui6EXF_/,View all 1 replies
https://www.instagram.com/p/DOdNui6EXF_/,"September 11, 2025"
https://www.instagram.com/p/DOdNui6EXF_/,See translation
https://www.instagram.com/p/DOdNui6EXF_/,Contact Uploading & Non-Users
https://www.instagram.com/p/DOdNui6EXF_/,Also from Meta
https://www.instagram.com/p/DOdNui6EXF_/,"Ga ngerti apa2 tapi udah bisa pake ATM prioritas!! Ga ngerti apa2 tapi omongannya tersusun rapi! Melecehkan orang miskin, seakan akan dia yg paling kaya."
https://www.instagram.com/p/DOdNui6EXF_/,3 likes
https://www.instagram.com/p/DOdNui6EXF_/,Meta in Indonesia
https://www.instagram.com/p/DOdNui6EXF_/,3 comments from Facebook
https://www.instagram.com/p/DOdNui6EXF_/,Anaknya berasa jadi timothy😂
https://www.instagram.com/p/DOdNui6EXF_/,Instagram Lite
https://www.instagram.com/p/DOdNui6EXF_/,Koq ga dikenain UU ITE yaaa
https://www.instagram.com/p/DOdNui6EXF_/,"akuratco
 16w
Anak Menteri Keuangan, Purbaya Yudhi Sadewa, yakni Yudo Sadewa sempat menjadi sorotan publik gegara postingan Instagram Story. Dalam postingan itu, anak Purbaya diduga menyindir Sri Mulyani sebagai agen CIA.  

Purbaya mengaku sudah menegur dan menasihati putranya perihal postingan tersebut. Dia juga menilai bahwa putranya tidak mengerti apa-apa dan masih anak-anak. 

""Dia enggak ngerti, masih kecil dan sudah tidak main Instagram lagi. Jadi, anak kecil enggak ngerti apa-apa, itu aja,"" kata Purbaya di Istana Kepresidenan, Jakarta, Rabu (10/9/2025) malam. 

Menurut Purbaya, semua postingan yang diduga menyindir Sri Mulyani tersebut sudah dihapus oleh putranya. 

Gimana menurut kalian, gengs? 

#menterikeuangan #purbayayudhisadewa #srimulyani #yudosadewa #akuratco"
https://www.instagram.com/p/DOdNui6EXF_/,Pasti anknya mendengar obrolan bapak ibunya dimeja makan 🤣
https://www.instagram.com/p/DOdNui6EXF_/,Nggak ngerti apa2...cuma suka dengerin gosip org tuanya 😢
https://www.instagram.com/p/DRr2yXzj11D/,Instagram Lite
https://www.instagram.com/p/DRr2yXzj11D/,"November 30, 2025"
https://www.instagram.com/p/DRr2yXzj11D/,Meta in Indonesia
https://www.instagram.com/p/DRr2yXzj11D/,See translation
https://www.instagram.com/p/DRr2yXzj11D/,Start the conversation.
https://www.instagram.com/p/DRr2yXzj11D/,Contact Uploading & Non-Users
https://www.instagram.com/p/DRr2yXzj11D/,Meta AI
https://www.instagram.com/p/DRr2yXzj11D/,Also from Meta
https://www.instagram.com/p/DRr2yXzj11D/,"harianterbitcom
 4w
HARIANTERBIT.com - Menteri Keuangan Purbaya Yudhi Sadewa siap menggelontorkan dana darurat untuk penanganan banjir bandang dan tanah longsor di Sumatera. 

Hanya saja, Purbaya mengaku hingga saat ini belum ada permintaan penambahan anggaran dari instansi terkait.
.
Baca Selengkapnya Hanya di harianterbit.com
.
#purbaya #banjir #bajirsumatra #menterikeuangan #danadarurat"
https://www.instagram.com/p/DRr2yXzj11D/,© 2026 Instagram from Meta
https://www.instagram.com/p/DRr2yXzj11D/,Meta Verified
https://www.instagram.com/p/DS6LeUCkn7N/,Instagram Lite
https://www.instagram.com/p/DS6LeUCkn7N/,"respons.biz
 1d
Menteri Keuangan, Purbaya Yudhi Sadewa, menegaskan bahwa pemerintah tetap sigap dalam menghadapi potensi bencana nasional di penghujung tahun hingga memasuki 2025. Hingga saat ini, sisa Dana Siap Pakai (DSP) untuk penanggulangan bencana tercatat masih berada di angka Rp1,51 triliun.

Dalam Rapat Koordinasi Satgas Pemulihan Pasca Bencana yang digelar secara daring pada Selasa (30/12/2025), Purbaya menyatakan bahwa dana tersebut disiapkan sebagai garda terdepan untuk kebutuhan darurat di berbagai wilayah terdampak.
""Sekarang masih ada tersisa siap pakai 1,51 triliun,"" ujar Menkeu.

Belajar ekonomi & bisnis, satu menit per hari. Yuk follow @respons.biz 📊

#DanaBencana #MenteriKeuangan #IndonesiaSiaga #InfoBencana #AnggaranNegara"
https://www.instagram.com/p/DS6LeUCkn7N/,Meta in Indonesia
https://www.instagram.com/p/DS6LeUCkn7N/,See translation
https://www.instagram.com/p/DS6LeUCkn7N/,Contact Uploading & Non-Users
https://www.instagram.com/p/DS6LeUCkn7N/,Meta AI
https://www.instagram.com/p/DS6LeUCkn7N/,Also from Meta
https://www.instagram.com/p/DS6LeUCkn7N/,© 2026 Instagram from Meta
https://www.instagram.com/p/DS6LeUCkn7N/,1 day ago
https://www.instagram.com/p/DS6LeUCkn7N/,"@purbayayudhi.official pake dana MBG pak, ga urgent itu."
https://www.instagram.com/p/DS6LeUCkn7N/,"Coba pak kasih @irwandiferry buat penyalurannya. Bukannya gimana gimana sih. Itu sudah 1,5M yg hilang 😢😢"
https://www.instagram.com/p/DS6LeUCkn7N/,Meta Verified
https://www.instagram.com/p/DSmhGj-k8Ss/,"December 23, 2025"
https://www.instagram.com/p/DSmhGj-k8Ss/,Instagram Lite
https://www.instagram.com/p/DSmhGj-k8Ss/,Meta in Indonesia
https://www.instagram.com/p/DSmhGj-k8Ss/,See translation
https://www.instagram.com/p/DSmhGj-k8Ss/,"akutahu
 1w
Battle Pendidikan Menteri Keuangan Indonesia dari masa ke masa menunjukkan bagaimana fondasi akademik berperan penting dalam mengelola kebijakan ekonomi negara.

Mulai dari Teknik Elektro, Ekonomi, hingga Ilmu Perencanaan Wilayah, setiap tokoh datang dengan latar pendidikan yang berbeda, namun tetap memiliki satu tujuan: 
Menjaga Stabilitas Ekonomi Indonesia.

Purbaya Yudhi Sadewa hingga Muhamad Chatib Basri, perjalanan akademik mereka mencerminkan kekuatan ilmu pengetahuan dalam menghadapi tantangan fiskal dan ekonomi global.

Nah, menurut Sobat, siapa yang latar pendidikannya paling menarik?
Tulis komentar kamu, ya!

#AKUTAHU 
#MenteriKeuangan #Battle #Pendidikan #TokohIndonesia"
https://www.instagram.com/p/DSmhGj-k8Ss/,Contact Uploading & Non-Users
https://www.instagram.com/p/DSmhGj-k8Ss/,Meta AI
https://www.instagram.com/p/DSmhGj-k8Ss/,Also from Meta
https://www.instagram.com/p/DSmhGj-k8Ss/,© 2026 Instagram from Meta
https://www.instagram.com/p/DSmhGj-k8Ss/,10 likes
https://www.instagram.com/p/DSmhGj-k8Ss/,Meta Verified
https://www.instagram.com/p/DSmhGj-k8Ss/,"Battle kegunaan buat rakyat aja, pendidikan sampe S10 kalo di pemerintahan tapi gak berimbas baik untuk rakyat percuma"
https://www.instagram.com/p/DOVyJOjjypw/,"Sri mulyani udh di copot di puji² , pas masih menjabat jadi menkeu di hina² , maksud netizen apasih nggk ngerti gue"
https://www.instagram.com/p/DOVyJOjjypw/,Meragukan sarjana teknik apa bisa menkeu
https://www.instagram.com/p/DOVyJOjjypw/,1 like
https://www.instagram.com/p/DOVyJOjjypw/,14 likes
https://www.instagram.com/p/DOVyJOjjypw/,View all 3 replies
https://www.instagram.com/p/DOVyJOjjypw/,Didoakan semua yang terbaik. Aminnn.. #jagajakarta #jagaindonesia
https://www.instagram.com/p/DOVyJOjjypw/,Main bentar doang langsung dapet dari🎰 𝗗𝗞𝗧𝗢𝗧𝗢 🎰 dapet treat manis nih rollingan 1% setiap hari bener
https://www.instagram.com/p/DOVyJOjjypw/,Berat sih gantiin menkeu sri...sbnernya levelnya dunia punya... Cuma klo beritanya isinya majakin rakyat terus bingung juga
https://www.instagram.com/p/DOVyJOjjypw/,View hidden comments
https://www.instagram.com/p/DOVyJOjjypw/,"Gak bisa beda mana yg bobot dan yg ga bobot. Ini knp ya, apa disokong dg kekuasaan jg kah."
https://www.instagram.com/p/DOVyJOjjypw/,Presiden yg hrs diganti itu kapolri😂
https://www.instagram.com/p/DOVyJOjjypw/,View all 1 replies
https://www.instagram.com/p/DOVyJOjjypw/,Belom gmn gmn min marki see Smeoga beliau amanah 😊😊
https://www.instagram.com/p/DOVyJOjjypw/,4 likes
https://www.instagram.com/p/DOVyJOjjypw/,Liat aja dl.. omongan nya dia JD kenyataan apa ga.. lebih baik ga dr Bu @smindrawati ..
https://www.instagram.com/p/DOVyJOjjypw/,Masih ragu 🥲
https://www.instagram.com/p/DOVyJOjjypw/,Salah satu putri terbaik yg dimiliki Indonesia.
https://www.instagram.com/p/DOVyJOjjypw/,Meta in Indonesia
https://www.instagram.com/p/DOVyJOjjypw/,"Bu Sri 15 thn mengabdi sebenernya apik loh, yg ga apik kan karena nurutin program atasannya yg aneh2 😢"
https://www.instagram.com/p/DOVyJOjjypw/,"Kemaren sebelum beliau diganti triak2 suruh mundur,suruh ganti 😂😂 setelah diganti malah kasihan udah diganti neti kek ga rela 😂😂😂"
https://www.instagram.com/p/DOVyJOjjypw/,Tiap habis main pasti senyum
https://www.instagram.com/p/DOVyJOjjypw/,View all 9 replies
https://www.instagram.com/p/DOVyJOjjypw/,Mbak srri terlalu ditekan publik tapi tidak dilindungi pemerintah wkwkwk mending hidup damai aja sirumah dgn penghasilan yg sudah cukup untuk ngopi smbil cek rekening masuk 😂
https://www.instagram.com/p/DOVyJOjjypw/,"seneng, tapi ternyata bisa jadi cuan juga rollingan 1% setiap hari di DKTOTO"
https://www.instagram.com/p/DOVyJOjjypw/,133 likes
https://www.instagram.com/p/DOVyJOjjypw/,Kurang sreglah
